shops,ratings,userids,shops_index,userids_index
tong-heng-singapore-3,5.0,809,51.0,44.0
wa-cafe-singapore,5.0,2043,313.0,0.0
qita-in-the-park-singapore,4.0,2043,946.0,0.0
glasshouse-singapore,5.0,2043,706.0,0.0
the-lokal-singapore,5.0,1051,32.0,5.0
merchants-singapore,5.0,2043,775.0,0.0
wang-cafe-singapore-14,4.0,2043,936.0,0.0
sinpopo-brand-singapore,5.0,2350,93.0,15.0
cedele-singapore-38,4.0,2044,296.0,25.0
starbucks-singapore-160,5.0,1222,432.0,69.0
cocoa-colony-singapore,5.0,1051,289.0,5.0
grand-jeté-cafe-and-bar-singapore,4.0,2043,531.0,0.0
baker-and-cook-singapore-4,5.0,75,221.0,12.0
40-hands-singapore,4.0,376,3.0,31.0
the-garden-slug-singapore,4.0,2043,145.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,306,15.0,1.0
liho-tea-singapore-128,4.0,2043,524.0,0.0
o-briens-irish-sandwich-bars-singapore,3.0,2043,572.0,0.0
harrys-bar-singapore-2,5.0,2043,943.0,0.0
maxwell-food-centre-singapore-3,5.0,2271,2.0,67.0
meidi-ya-singapore-2,5.0,1026,24.0,54.0
craftsmen-specialty-coffee-singapore,4.0,186,98.0,3.0
westin-lobby-lounge-singapore,5.0,1057,232.0,82.0
laurent-bernard-chocolatier-singapore,5.0,2473,59.0,51.0
ya-kun-family-cafe-singapore,4.0,2043,325.0,0.0
ps-cafe-singapore-8,4.0,2043,55.0,0.0
hanis-singapore,4.0,2043,171.0,0.0
the-flying-squirrel-singapore,5.0,128,99.0,34.0
charlie-brown-cafe-singapore-5,4.0,2043,804.0,0.0
sunday-folks-singapore,5.0,2043,38.0,0.0
bar-bar-black-sheep-no-title,5.0,1777,151.0,36.0
ya-kun-kaya-toast-singapore-19,4.0,2043,835.0,0.0
craftsmen-specialty-coffee-singapore-4,5.0,2043,661.0,0.0
k88-coffee-house-singapore,5.0,2043,771.0,0.0
common-man-stan-singapore,5.0,1397,116.0,56.0
simply-sandwich-singapore,4.0,225,201.0,43.0
dimbulah-singapore,4.0,1882,607.0,46.0
the-fabulous-baker-boy-singapore,4.0,115,66.0,30.0
lupicia-singapore,4.0,2043,701.0,0.0
starbucks-singapore-47,4.0,1194,291.0,72.0
rich-and-good-cake-shop-singapore,5.0,675,52.0,6.0
craftsmen-specialty-coffee-singapore,4.0,2043,98.0,0.0
flor-patisserie-singapore,5.0,36,36.0,85.0
and-why-singapore,4.0,2043,961.0,0.0
the-assembly-ground-singapore,4.0,1051,53.0,5.0
twg-tea-singapore-3,5.0,671,47.0,80.0
lau-pa-sat-singapore-2,4.0,225,77.0,43.0
fun-toast-singapore-4,5.0,2043,768.0,0.0
keong-saik-bakery-singapore,4.0,2043,153.0,0.0
the-larder-cafe-singapore,5.0,91,293.0,2.0
la-ristrettos-singapore,5.0,105,91.0,89.0
professor-brawn-cafe-singapore-2,4.0,2043,637.0,0.0
espressoul-singapore-2,4.0,570,139.0,59.0
the-marmalade-pantry-singapore-4,4.0,2043,179.0,0.0
huggs-coffee-singapore-2,4.0,2043,370.0,0.0
dimbulah-singapore-2,4.0,2043,503.0,0.0
arteastiq-singapore,4.0,2141,87.0,92.0
6oz-espresso-bar-singapore-2,5.0,152,330.0,49.0
asanoya-singapore,4.0,306,107.0,1.0
yi-he-eating-house-singapore,4.0,753,499.0,65.0
clinton-street-baking-company-and-restaurant-singapore,5.0,1123,15.0,19.0
killiney-kopitiam-singapore-4,5.0,23,69.0,17.0
pine-gardens-cake-singapore,4.0,861,123.0,62.0
kokomama-singapore,4.0,2043,242.0,0.0
coffee-bandits-singapore,4.0,665,196.0,28.0
creamery-boutique-singapore,5.0,2303,187.0,108.0
nylon-coffee-roasters-singapore,5.0,105,0.0,89.0
kitchen-by-food-rebel-singapore,4.0,2043,303.0,0.0
toms-palette-singapore,5.0,376,4.0,31.0
the-coffee-bean-and-tea-leaf-beanstro-marina,3.0,220,189.0,105.0
mahota-commune-singapore,5.0,2043,555.0,0.0
okada-coffee-singapore,5.0,2043,172.0,0.0
grain-traders-singapore,5.0,225,142.0,43.0
lets-eat-singapore-4,5.0,2043,952.0,0.0
creamier-singapore,5.0,1585,16.0,13.0
wild-honey-singapore-3,4.0,1667,18.0,29.0
wild-honey-singapore,4.0,488,5.0,24.0
dulcet-and-studio-singapore,4.0,1026,97.0,54.0
simply-bread-singapore-3,4.0,488,122.0,24.0
kith-cafe-singapore,4.0,1475,26.0,20.0
mr-teh-tarik-cartel-singapore,5.0,2061,183.0,4.0
white-rose-cafe-singapore,4.0,2043,828.0,0.0
ya-kun-kaya-toast-singapore-17,4.0,2043,470.0,0.0
ten-rens-tea-singapore,4.0,2043,384.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,1970,15.0,68.0
neko-no-niwa-singapore,5.0,2061,439.0,4.0
kith-cafe-singapore-4,4.0,2262,248.0,40.0
le-cafe-confectionery-and-pastry-singapore,5.0,2043,95.0,0.0
the-house-of-robert-timms-singapore-3,5.0,2043,976.0,0.0
mollys-singapore,3.0,2043,391.0,0.0
tobys-estate-singapore,4.0,2043,11.0,0.0
shen-and-co-singapore,5.0,2043,923.0,0.0
the-signature-patisserie-singapore,5.0,2043,611.0,0.0
maxwell-food-centre-singapore-3,5.0,861,2.0,62.0
lucky-food-centre-singapore,3.0,2043,856.0,0.0
toast-box-singapore-27,4.0,2043,213.0,0.0
starbucks-coffee-singapore-13,3.0,2043,892.0,0.0
drury-lane-singapore,4.0,532,56.0,50.0
common-man-coffee-roasters-singapore,4.0,2303,13.0,108.0
shrove-tuesday-singapore,4.0,1602,188.0,14.0
lam-yeo-coffee-powder-fty-singapore,5.0,2043,847.0,0.0
black-white-tale-singapore,4.0,1667,582.0,29.0
jimmy-monkey-cafe-and-bar-singapore,4.0,970,9.0,74.0
moca-cafe-singapore-2,4.0,2043,704.0,0.0
hot-singapore-2,4.0,2043,850.0,0.0
o-parl-cafe-singapore,2.0,2043,831.0,0.0
juice-and-tea-singapore,4.0,2043,381.0,0.0
bundt-by-the-backyard-bakers-singapore,5.0,1475,216.0,20.0
afterwit-singapore-2,4.0,27,228.0,11.0
o-coffee-club-singapore-4,4.0,2043,708.0,0.0
two-men-bagel-house-singapore,5.0,2218,12.0,71.0
brew-maison-singapore,3.0,2043,918.0,0.0
ninja-bowl-singapore,4.0,1123,125.0,19.0
carpenter-and-cook-singapore,4.0,1989,17.0,35.0
coffee-smith-singapore,4.0,2043,246.0,0.0
dapper-coffee-singapore-2,4.0,2237,193.0,8.0
bread-and-hearth-singapore,5.0,186,90.0,3.0
liho-tea-singapore-28,4.0,2043,798.0,0.0
botany-singapore,4.0,2043,664.0,0.0
dunkin-donuts-singapore,3.0,1359,362.0,32.0
novus-singapore-2,4.0,1861,161.0,70.0
jones-the-grocer-singapore-3,4.0,306,23.0,1.0
play-nation-singapore,5.0,1075,134.0,10.0
jonkers-nyonya-deli-singapore,4.0,2043,548.0,0.0
the-disgruntled-chef-singapore,4.0,794,92.0,37.0
ppp-coffee-singapore,4.0,2043,397.0,0.0
black-and-ink-no-title,5.0,2043,165.0,0.0
creamier-singapore,5.0,1475,16.0,20.0
tarte-by-cheryl-koh-singapore,5.0,2043,120.0,0.0
two-men-bagel-house-singapore,5.0,2479,12.0,7.0
sinpopo-brand-singapore,5.0,57,93.0,39.0
manicurious-singapore,5.0,2271,80.0,67.0
happy-tummy-singapore-2,5.0,861,271.0,62.0
the-larder-cafe-singapore,5.0,2043,293.0,0.0
five-foot-way-coffee-and-juice-bar-singapore,3.0,91,566.0,2.0
drury-lane-singapore,4.0,2540,56.0,18.0
le-cafe-confectionery-and-pastry-singapore,5.0,328,95.0,48.0
l-atelier-tiramisu-singapore,5.0,186,144.0,3.0
the-coffee-bean-and-tea-leaf-singapore-9,5.0,2043,862.0,0.0
lao-huo-tang-singapore,4.0,713,590.0,26.0
craftsmen-specialty-coffee-singapore-3,4.0,2043,119.0,0.0
ps-cafe-petit-singapore,4.0,2061,49.0,4.0
ya-kun-kaya-toast-singapore-34,3.0,2043,799.0,0.0
typhoon-cafe-singapore,4.0,2043,298.0,0.0
craftsmen-specialty-coffee-singapore-3,4.0,1160,119.0,60.0
tantric-bar-and-may-wongs-cafe-singapore-2,4.0,570,85.0,59.0
cafe-montigo-singapore,3.0,91,435.0,2.0
toast-box-singapore-10,5.0,2043,790.0,0.0
the-matcha-project-singapore,4.0,2043,578.0,0.0
one-man-coffee-singapore,5.0,2237,72.0,8.0
the-coffee-academics-singapore,3.0,1825,43.0,42.0
clinton-street-baking-company-and-restaurant-singapore,5.0,1160,15.0,60.0
old-hen-kitchen-singapore,5.0,2043,333.0,0.0
pies-and-coffee-singapore-3,4.0,306,191.0,1.0
doi-chaang-singapore,5.0,675,347.0,6.0
pacific-coffee-singapore-4,4.0,430,220.0,102.0
cottontail-creamery-singapore,5.0,2043,308.0,0.0
alchemist-singapore,5.0,1397,423.0,56.0
tolidos-espresso-nook-singapore-3,5.0,2479,35.0,7.0
ps-cafe-singapore-8,4.0,665,55.0,28.0
joe-and-the-juice-southern-islands,5.0,2043,922.0,0.0
toast-box-singapore-63,4.0,2043,307.0,0.0
jab-bistro-bar-downtown-core-2,5.0,2043,403.0,0.0
alexs-eating-house-singapore,5.0,376,508.0,31.0
singapore-swimming-club-singapore,5.0,2043,382.0,0.0
arabica-singapore-4,4.0,794,410.0,37.0
the-book-cafe-singapore,4.0,1194,21.0,72.0
joe-and-dough-singapore-10,4.0,1412,507.0,22.0
old-town-white-coffee-singapore-13,4.0,2061,506.0,4.0
the-marmalade-pantry-singapore-4,4.0,91,179.0,2.0
tea-lounge-singapore-3,5.0,2043,192.0,0.0
flor-patisserie-singapore,5.0,2043,36.0,0.0
okada-coffee-singapore,5.0,1602,172.0,14.0
the-lobby-lounge-singapore,4.0,91,478.0,2.0
twg-tea-salon-and-boutique-singapore-2,5.0,1368,208.0,87.0
ps-cafe-singapore-7,5.0,488,39.0,24.0
flavour-flings-singapore,5.0,1667,586.0,29.0
killiney-singapore-8,4.0,2043,653.0,0.0
patissez-singapore-2,4.0,1022,211.0,66.0
maison-kayser-singapore,5.0,198,117.0,9.0
open-farm-community-singapore,5.0,1359,27.0,32.0
the-coffee-bean-and-tea-leaf-singapore-29,2.0,2043,755.0,0.0
common-man-coffee-roasters-singapore,4.0,2479,13.0,7.0
clinton-street-baking-company-and-restaurant-singapore,5.0,1722,15.0,73.0
curry-leaf-singapore,4.0,2043,425.0,0.0
jewel-coffee-singapore-7,4.0,225,406.0,43.0
highlander-coffee-singapore,5.0,1368,178.0,87.0
raffles-city-market-place-singapore,4.0,26,203.0,96.0
whisk-and-paddle-singapore-2,4.0,2043,492.0,0.0
zeppelin-and-co-singapore,5.0,2043,927.0,0.0
four-seasons-singapore-2,4.0,1475,594.0,20.0
highlander-coffee-singapore,5.0,2043,178.0,0.0
makko-teck-neo-singapore,5.0,107,204.0,57.0
lana-cake-singapore-3,5.0,2043,65.0,0.0
jewel-coffee-singapore-12,4.0,1475,574.0,20.0
mama-patisserie-singapore,4.0,2043,124.0,0.0
starbucks-singapore-100,4.0,2473,57.0,51.0
the-pantry-cookery-school-singapore,4.0,2377,561.0,109.0
ya-kun-kaya-toast-singapore-9,5.0,1868,253.0,76.0
soi-55-singapore-2,4.0,1475,627.0,20.0
asanoya-boulangerie-bukit-timah-singapore,4.0,2043,711.0,0.0
chaiholics-singapore-3,4.0,2043,663.0,0.0
mean-bean-and-wicked-grind-singapore,3.0,2043,558.0,0.0
rabbit-carrot-gun-singapore-2,4.0,2043,115.0,0.0
hill-street-coffee-shop-singapore,5.0,2043,305.0,0.0
rich-and-good-cake-shop-singapore,5.0,809,52.0,44.0
tcc-the-connoisseur-concerto-singapore-5,4.0,2043,244.0,0.0
da-paolo-dempsey-singapore-2,3.0,2043,821.0,0.0
one-man-coffee-singapore,5.0,186,72.0,3.0
starbucks-singapore-69,3.0,152,304.0,49.0
freshly-baked-by-le-bijoux-singapore,5.0,1359,73.0,32.0
botanist-singapore,5.0,2043,275.0,0.0
cedele-singapore-47,4.0,2043,604.0,0.0
tian-fu-tea-room-singapore,4.0,186,276.0,3.0
starbucks-singapore-21,4.0,2043,453.0,0.0
mix-box-cafe-singapore,5.0,2043,809.0,0.0
huggs-coffee-gb-building-singapore,5.0,2043,973.0,0.0
maxwell-food-centre-singapore-3,5.0,1779,2.0,52.0
the-coffee-academics-singapore,3.0,1359,43.0,32.0
humble-origins-cafe-queenstown,4.0,2043,842.0,0.0
asanoya-singapore,4.0,186,107.0,3.0
maxwell-food-centre-singapore-3,5.0,898,2.0,41.0
ladurée-singapore,4.0,1544,238.0,99.0
limaa-singapore,5.0,2043,869.0,0.0
round-8-singapore,4.0,675,292.0,6.0
the-royals-cafe-singapore,5.0,1861,143.0,70.0
alexs-eating-house-singapore,5.0,2043,508.0,0.0
yellow-cup-express-singapore,5.0,2043,875.0,0.0
carry-on-singapore,5.0,2043,309.0,0.0
heap-seng-leong-singapore,3.0,2043,294.0,0.0
maxwell-food-centre-singapore-3,5.0,2262,2.0,40.0
foong-kee-coffee-shop-singapore,5.0,949,168.0,97.0
house-of-tau-sar-piah-singapore,5.0,2043,818.0,0.0
group-therapy-cafe-singapore,4.0,789,113.0,16.0
twg-tea-singapore-3,5.0,1544,47.0,99.0
j-co-donuts-and-coffee-singapore,5.0,26,401.0,96.0
starbucks-singapore-18,4.0,2043,890.0,0.0
orchard3sixty-singapore,5.0,2043,930.0,0.0
percolate-singapore,5.0,186,61.0,3.0
creamier-singapore,5.0,186,16.0,3.0
common-man-coffee-roasters-singapore,4.0,1160,13.0,60.0
the-providore-singapore-4,4.0,433,273.0,93.0
wimbly-lu-chocolate-cafe-company-singapore,4.0,1989,28.0,35.0
jamaica-blue-singapore-2,4.0,1779,233.0,52.0
geisha-specialty-coffee-singapore,5.0,2043,130.0,0.0
rice-and-fries-singapore,4.0,675,315.0,6.0
kitchen-by-food-rebel-singapore,4.0,1293,303.0,63.0
brunetti-singapore,5.0,488,63.0,24.0
the-coffee-bean-and-tea-leaf-singapore-56,4.0,2043,734.0,0.0
food-for-thought-singapore,4.0,488,20.0,24.0
patisserie-g-singapore,4.0,18,75.0,23.0
ultra-bake-singapore-4,4.0,1057,591.0,82.0
hoshino-coffee-singapore,4.0,198,45.0,9.0
toast-box-singapore-18,5.0,2043,504.0,0.0
pacamara-boutique-coffee-roasters-singapore,4.0,1894,33.0,78.0
benjamin-barker-cafe-singapore,4.0,2043,452.0,0.0
curry-leaf-singapore,4.0,1051,425.0,5.0
wild-honey-singapore-3,4.0,1544,18.0,99.0
delifrance-singapore-19,4.0,2043,617.0,0.0
laurent-bernard-chocolatier-singapore,5.0,1602,59.0,14.0
ps-cafe-singapore-7,5.0,2043,39.0,0.0
nam-dae-mun-singapore,5.0,2043,694.0,0.0
the-affogato-bar-singapore,4.0,2043,190.0,0.0
the-milky-way-singapore,4.0,2097,280.0,33.0
wheelers-yard-singapore,5.0,407,83.0,95.0
laurent-bernard-chocolatier-singapore,5.0,1274,59.0,58.0
pies-and-coffee-singapore-3,4.0,2097,191.0,33.0
paul-depuis-1889-french-bakery-restaurant-singapore,5.0,1057,631.0,82.0
tian-kee-and-co-singapore-2,3.0,2043,417.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,2141,15.0,92.0
collective-brewers-singapore,5.0,2043,568.0,0.0
jimmy-monkey-cafe-and-bar-singapore,4.0,1274,9.0,58.0
my-melody-cafe-singapore-singapore,4.0,2043,829.0,0.0
the-clueless-goat-singapore,4.0,1667,106.0,29.0
chye-seng-huat-hardware-singapore,5.0,1880,1.0,75.0
baker-and-cook-singapore-10,4.0,665,647.0,28.0
tiong-bahru-bakery-singapore-4,5.0,2061,6.0,4.0
nam-nam-noodle-bar-downtown-core,3.0,1412,103.0,22.0
katong-yong-tau-foo-singapore,4.0,2043,486.0,0.0
olivia-and-co-singapore,4.0,2043,902.0,0.0
the-dog-and-bone-cafe-singapore-2,5.0,753,224.0,65.0
grasso-coffee-singapore-2,4.0,675,285.0,6.0
yakun-kaya-toast-singapore,4.0,2043,727.0,0.0
the-royals-cafe-singapore,5.0,2043,143.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,225,15.0,43.0
tanjong-rhu-pau-singapore-2,5.0,713,258.0,26.0
brawn-and-brains-coffee-singapore,5.0,794,29.0,37.0
choupinette-singapore,4.0,376,64.0,31.0
killiney-kopitiam-singapore-8,2.0,2043,752.0,0.0
one-man-coffee-singapore,5.0,75,72.0,12.0
amber-ember-singapore,4.0,1667,619.0,29.0
play-nation-singapore,5.0,2061,134.0,4.0
joe-and-dough-singapore-6,4.0,2043,299.0,0.0
clinton-street-baking-company-and-restaurant-singapore,5.0,2474,15.0,107.0
killiney-kopitiam-singapore-4,5.0,115,69.0,30.0
starbucks-singapore-149,4.0,2043,857.0,0.0
the-tastemaker-store-singapore,3.0,1412,184.0,22.0
bread-and-hearth-singapore,5.0,2043,90.0,0.0
40-hands-singapore,4.0,665,3.0,28.0
strangers-reunion-singapore,4.0,105,7.0,89.0
cedele-singapore-38,4.0,2043,296.0,0.0
makko-teck-neo-singapore,5.0,2068,204.0,45.0
starbucks-singapore-52,3.0,2061,573.0,4.0
dulcet-and-studio-singapore,4.0,675,97.0,6.0
the-affogato-bar-singapore,4.0,2493,190.0,21.0
mugiya-singapore,4.0,713,405.0,26.0
a-gan-tea-singapore,4.0,713,264.0,26.0
rocky-master-singapore,4.0,1276,229.0,27.0
chye-seng-huat-hardware-singapore,5.0,789,1.0,16.0
symmetry-singapore,4.0,2303,19.0,108.0
kith-cafe-singapore,4.0,328,26.0,48.0
arabica-singapore,5.0,2043,458.0,0.0
wild-honey-singapore-3,4.0,306,18.0,1.0
flock-café-singapore,5.0,1194,37.0,72.0
the-coconut-club-singapore,5.0,2043,148.0,0.0
coffee-hut-singapore,4.0,306,154.0,1.0
ps-cafe-singapore-11,3.0,2043,520.0,0.0
cocoa-colony-singapore-3,3.0,2043,889.0,0.0
starbucks-singapore-100,4.0,1777,57.0,36.0
nylon-coffee-roasters-singapore,5.0,2061,0.0,4.0
clinton-street-baking-company-and-restaurant-singapore,5.0,91,15.0,2.0
starbucks-singapore-42,4.0,2043,182.0,0.0
jones-the-grocer-singapore-3,4.0,2262,23.0,40.0
old-town-white-coffee-singapore-6,3.0,1276,563.0,27.0
cafe-melba-singapore,4.0,2540,42.0,18.0
nespresso-boutique-singapore,5.0,2377,640.0,109.0
meidi-ya-singapore-2,5.0,1368,24.0,87.0
jew-kit-hainanese-chicken-rice-singapore,4.0,2043,769.0,0.0
two-men-bagel-house-singapore,5.0,1877,12.0,61.0
two-blur-guys-singapore,4.0,898,31.0,41.0
tolidos-espresso-nook-singapore-3,5.0,2043,35.0,0.0
toast-box-singapore-54,5.0,2043,800.0,0.0
qs269-singapore,4.0,2043,744.0,0.0
symmetry-singapore,4.0,970,19.0,74.0
artease-singapore-2,4.0,2377,353.0,109.0
black-fairy-coffee-singapore,4.0,2043,642.0,0.0
chye-seng-huat-hardware-singapore,5.0,1222,1.0,69.0
the-disgruntled-chef-singapore,4.0,2540,92.0,18.0
tai-hwa-coffee-stall-singapore,5.0,2043,811.0,0.0
the-tiny-roaster-120106,5.0,2043,200.0,0.0
got-luck-cafe-singapore,4.0,2043,960.0,0.0
tian-kee-and-co-singapore-2,3.0,1160,417.0,60.0
killiney-kopitiam-newton-singapore,4.0,2043,497.0,0.0
bread-yard-singapore-2,4.0,675,114.0,6.0
85-redhill-teochew-fishball-noodles-singapore,4.0,115,536.0,30.0
free-the-robot-singapore,5.0,2043,104.0,0.0
atas-coffee-singapore,4.0,2043,545.0,0.0
gentlebros-cafe-singapore,5.0,1293,424.0,63.0
old-hen-coffee-bar-singapore-2,4.0,789,44.0,16.0
cafe-melba-singapore,4.0,186,42.0,3.0
yahava-koffeeworks-singapore,5.0,2043,101.0,0.0
froth-singapore,4.0,91,321.0,2.0
common-man-coffee-roasters-singapore,4.0,1293,13.0,63.0
jewel-coffee-singapore-3,5.0,2043,261.0,0.0
starbucks-coffee-singapore-8,4.0,2043,839.0,0.0
habitat-coffee-singapore,3.0,789,46.0,16.0
tobys-estate-singapore,4.0,1274,11.0,58.0
fine-palate-cafe-singapore,5.0,2043,494.0,0.0
sunday-folks-singapore,5.0,675,38.0,6.0
carpenter-and-cook-singapore,4.0,1475,17.0,20.0
soon-soon-huat-coffee-shop-singapore,3.0,2043,360.0,0.0
chatuchak-thai-tea-singapore,5.0,2043,554.0,0.0
koi-cafe-singapore-9,5.0,107,414.0,57.0
cha-tra-mue-no-title,5.0,2043,605.0,0.0
the-bravery-cafe-singapore,5.0,949,58.0,97.0
espressoul-singapore-2,4.0,1902,139.0,55.0
bar-bar-black-sheep-no-title,5.0,2043,151.0,0.0
grain-traders-singapore,5.0,794,142.0,37.0
riders-cafe-singapore,4.0,1542,54.0,79.0
nylon-coffee-roasters-singapore,5.0,794,0.0,37.0
share-tea-singapore,5.0,2043,859.0,0.0
the-assembly-ground-singapore,4.0,2479,53.0,7.0
tiong-bahru-bakery-singapore-4,5.0,987,6.0,100.0
the-populus-coffee-and-food-co-singapore,5.0,2073,25.0,90.0
dutch-baby-cafe-singapore,3.0,2043,817.0,0.0
the-tea-party-cafe-singapore,4.0,2043,226.0,0.0
toast-box-singapore-60,4.0,2043,785.0,0.0
the-tea-party-cafe-singapore,4.0,675,226.0,6.0
wild-honey-singapore-3,4.0,1359,18.0,32.0
baker-and-cook-singapore,5.0,671,50.0,80.0
pacamara-boutique-coffee-roasters-singapore,4.0,2043,33.0,0.0
henri-charpentier-singapore-3,5.0,2043,312.0,0.0
rich-and-good-cake-shop-singapore,5.0,2044,52.0,25.0
keong-saik-bakery-singapore,4.0,2479,153.0,7.0
froth-singapore,4.0,2043,321.0,0.0
o-coffee-club-singapore-9,4.0,2043,688.0,0.0
hanis-singapore,4.0,1412,171.0,22.0
beach-road-kitchen-singapore,5.0,2043,950.0,0.0
symmetry-singapore,4.0,2073,19.0,90.0
